domain,topic_slug,topic_title,learning_unit_id,learning_unit_title,objective,track,depth,prerequisites,resource_role,provider,resource_title,resource_type,url,exactness,boundary_type,start_timestamp,end_timestamp,video_duration,section_start,section_end,estimated_minutes,estimate_confidence,verification_status,concepts_covered,practice_type,practice_quantity,practice_destination,practice_url,practice_minutes,project,revision_summary
Java,java-composition,Composition,java-composition-core,Composition,Model has-a relationships with composition and keep UI/logic separated where it helps.,CORE,STRONG,java-interfaces,PRIMARY,Dev.java,Class design best practices,documentation,https://docs.oracle.com/javase/tutorial/java/javaOO/objectcreation.html,EXACT,ARTICLE_SECTION,,,12,Creating objects / composition via fields,Creating objects / composition via fields,12,MEDIUM,VERIFIED_COVERAGE,java-composition-composition;java-composition-model-has-a-relationships-with-compositi,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-try-catch,try/catch,java-try-catch-core,try/catch,Handle recoverable failures with try/catch/finally without swallowing everything.,CORE,STRONG,java-composition,PRIMARY,Dev.java,Catching and handling exceptions,documentation,https://dev.java/learn/exceptions/catching-handling/,EXACT,ARTICLE_SECTION,,,24,Catching and handling exceptions,Catching and handling exceptions,24,MEDIUM,VERIFIED_COVERAGE,java-try-catch-try-catch;java-try-catch-handle-recoverable-failures-with-try-cat,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-checked-unchecked,Checked and unchecked,java-checked-unchecked-core,Checked and unchecked,Distinguish checked vs unchecked exceptions and choose throws vs handle.,CORE,STRONG,java-try-catch,PRIMARY,Dev.java,What is an exception?,documentation,https://dev.java/learn/exceptions/what-is-an-exception/,EXACT,ARTICLE_SECTION,,,11,what-is-an-exception,what-is-an-exception,11,MEDIUM,VERIFIED_COVERAGE,java-checked-unchecked-checked-and-unchecked;java-checked-unchecked-distinguish-checked-vs-unchecked-excepti,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-custom-exceptions,Custom exceptions,java-custom-exceptions-core,Custom exceptions,Define a small domain exception and throw it at an invariant boundary.,CORE,STRONG,java-checked-unchecked,PRIMARY,Dev.java,Throwing exceptions,documentation,https://dev.java/learn/exceptions/throwing/,EXACT,ARTICLE_SECTION,,,16,throwing,throwing,16,MEDIUM,VERIFIED_COVERAGE,java-custom-exceptions-custom-exceptions;java-custom-exceptions-define-a-small-domain-exception-and-thro,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-list,List,java-list-core,List,Choose List implementations (usually ArrayList) and use them for ordered sequences.,CORE,STRONG,java-custom-exceptions,PRIMARY,Dev.java,List interface,documentation,https://dev.java/learn/api/collections-framework/lists/,EXACT,ARTICLE_SECTION,,,16,List interface,List interface,16,MEDIUM,VERIFIED_COVERAGE,java-list-list;java-list-choose-list-implementations-usually-arra,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-set,Set,java-set-core,Set,Use HashSet for uniqueness and membership tests.,CORE,STRONG,java-list,PRIMARY,Dev.java,"Set, SortedSet, NavigableSet",documentation,https://dev.java/learn/api/collections-framework/sets/,EXACT,ARTICLE_SECTION,,,11,Sets,Sets,11,MEDIUM,VERIFIED_COVERAGE,java-set-set;java-set-hashset-for-uniqueness-and-membership-te,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-map,Map,java-map-core,Map,"Use HashMap for lookups, frequency, and grouping.",CORE,STRONG,java-set,PRIMARY,Dev.java,Maps,documentation,https://docs.oracle.com/javase/tutorial/collections/interfaces/map.html,EXACT,ARTICLE_SECTION,,,22,Map interface,Map interface,22,MEDIUM,VERIFIED_COVERAGE,java-map-map;java-map-hashmap-for-lookups-frequency-and-groupi,SELF_REFLECTION,3,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-iteration,Iteration,java-iteration-core,Iteration,Iterate with enhanced for and Iterator; know fail-fast behavior at a high level.,CORE,STRONG,java-map,PRIMARY,Dev.java,Iterating collections,documentation,https://dev.java/learn/api/collections-framework/iterating/,EXACT,ARTICLE_SECTION,,,11,iterating,iterating,11,MEDIUM,VERIFIED_COVERAGE,java-iteration-iteration;java-iteration-iterate-with-enhanced-for-and-iterator-k,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-priority-queue,PriorityQueue,java-priority-queue-core,PriorityQueue,Use PriorityQueue for ordered retrieval and connect it to Comparable/Comparator and heaps.,CORE,STRONG,java-iteration,PRIMARY,Dev.java,Stacks and queues,documentation,https://dev.java/learn/api/collections-framework/stacks-queues/,EXACT,ARTICLE_SECTION,,,13,stacks-queues,stacks-queues,13,MEDIUM,VERIFIED_COVERAGE,java-priority-queue-priorityqueue;java-priority-queue-priorityqueue-for-ordered-retrieval-and,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-generic-types,Generic types,java-generic-types-core,Generic types,Declare generic classes and methods for type-safe containers.,CORE,STRONG,java-priority-queue,PRIMARY,Dev.java,Generics intro,documentation,https://dev.java/learn/generics/intro/,EXACT,ARTICLE_SECTION,,,22,Generics intro,Generics intro,22,MEDIUM,VERIFIED_COVERAGE,java-generic-types-generic-types;java-generic-types-declare-generic-classes-and-methods-for,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-generic-bounds,Bounds,java-generic-bounds-core,Bounds,Read simple upper bounds and wildcards without becoming a generics lawyer.,CORE,STRONG,java-generic-types,PRIMARY,Dev.java,Wildcards,documentation,https://dev.java/learn/generics/wildcards/,EXACT,ARTICLE_SECTION,,,20,wildcards,wildcards,20,MEDIUM,VERIFIED_COVERAGE,java-generic-bounds-bounds;java-generic-bounds-read-simple-upper-bounds-and-wildcards-w,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-comparable-comparator,Comparable and Comparator,java-comparable-comparator-core,Comparable and Comparator,"Order objects with Comparable and Comparator, including multi-field and lambda comparators.",CORE,STRONG,java-generic-bounds,PRIMARY,Dev.java,Writing comparators (lambdas),documentation,https://dev.java/learn/lambdas/writing-comparators/,EXACT,ARTICLE_SECTION,,,15,Writing comparators (lambdas),Writing comparators (lambdas),15,MEDIUM,VERIFIED_COVERAGE,java-comparable-comparator-comparable-and-comparator;java-comparable-comparator-order-objects-with-comparable-and-compar,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-functional-interfaces,Functional interfaces,java-functional-interfaces-core,Functional interfaces,Identify a single-abstract-method interface and name the common java.util.function types.,CORE,STRONG,java-comparable-comparator,PRIMARY,Dev.java,Functional interfaces,documentation,https://dev.java/learn/lambdas/functional-interfaces/,EXACT,ARTICLE_SECTION,,,23,functional-interfaces,functional-interfaces,23,MEDIUM,VERIFIED_COVERAGE,java-functional-interfaces-functional-interfaces;java-functional-interfaces-identify-a-single-abstract-method-interf,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-lambdas,Lambdas,java-lambdas-core,Lambdas,Write lambdas and method references for callbacks and collection APIs.,CORE,STRONG,java-functional-interfaces,PRIMARY,Dev.java,First lambdas,documentation,https://dev.java/learn/lambdas/first-lambdas/,EXACT,ARTICLE_SECTION,,,19,first-lambdas,first-lambdas,19,MEDIUM,VERIFIED_COVERAGE,java-lambdas-lambdas;java-lambdas-write-lambdas-and-method-references-for,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-stream-pipeline,Stream pipeline,java-stream-pipeline-core,Stream pipeline,"Build a stream pipeline: source, intermediate ops, one terminal op.",CORE,STRONG,java-lambdas,PRIMARY,Dev.java,Stream API,documentation,https://dev.java/learn/api/streams/,EXACT,ARTICLE_SECTION,,,10,Stream API,Stream API,10,MEDIUM,VERIFIED_COVERAGE,java-stream-pipeline-stream-pipeline;java-stream-pipeline-a-stream-pipeline-source-intermediate-op,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-stream-operations,Common operations,java-stream-operations-core,Common operations,"Use map, filter, reduce, collect, grouping, and sorting on streams.",CORE,STRONG,java-stream-pipeline,PRIMARY,Dev.java,map / filter / reduce,documentation,https://dev.java/learn/api/streams/map-filter-reduce/,EXACT,ARTICLE_SECTION,,,21,map-filter-reduce,map-filter-reduce,21,MEDIUM,VERIFIED_COVERAGE,java-stream-operations-common-operations;java-stream-operations-map-filter-reduce-collect-grouping-and-s,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-paths-files,Paths and files,java-paths-files-core,Paths and files,"Use Path and Files for existence checks, reading, and writing text.",CORE,STRONG,java-stream-operations,PRIMARY,Dev.java,Java I/O — file system,documentation,https://dev.java/learn/java-io/file-system/,EXACT,ARTICLE_SECTION,,,10,file-system,file-system,10,MEDIUM,VERIFIED_COVERAGE,java-paths-files-paths-and-files;java-paths-files-path-and-files-for-existence-checks-read,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-readers-writers,Readers and writers,java-readers-writers-core,Readers and writers,Read and write character data with readers/writers and buffered I/O; contrast byte streams.,CORE,STRONG,java-paths-files,PRIMARY,Dev.java,Reading and writing,documentation,https://dev.java/learn/java-io/reading-writing/,EXACT,ARTICLE_SECTION,,,10,reading-writing,reading-writing,10,MEDIUM,VERIFIED_COVERAGE,java-readers-writers-readers-and-writers;java-readers-writers-read-and-write-character-data-with-reade,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-junit-basics,JUnit basics,java-junit-basics-core,JUnit basics,Run a JUnit test class and explain why tests exist.,CORE,STRONG,java-readers-writers,PRIMARY,University of Helsinki,Helsinki Part 6 — Introduction to testing,interactive_tutorial,https://java-programming.mooc.fi/part-6/3-introduction-to-testing/,EXACT,ARTICLE_SECTION,,,20,3-introduction-to-testing,3-introduction-to-testing,20,MEDIUM,VERIFIED_COVERAGE,java-junit-basics-junit-basics;java-junit-basics-run-a-junit-test-class-and-explain-why-t,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-assertions,Assertions,java-assertions-core,Assertions,"Use JUnit assertions for return values and thrown exceptions, including boundaries.",CORE,STRONG,java-junit-basics,PRIMARY,JUnit,JUnit 5 User Guide,documentation,https://junit.org/junit5/docs/current/user-guide/,EXACT,ARTICLE_SECTION,,,10,user-guide,user-guide,10,MEDIUM,VERIFIED_COVERAGE,java-assertions-assertions;java-assertions-junit-assertions-for-return-values-and-t,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-threads,Threads,java-threads-core,Threads,Start work on another thread (Runnable/Executor) and contrast process vs thread.,CORE,STRONG,java-assertions,PRIMARY,Oracle,Oracle concurrency tutorial,documentation,https://docs.oracle.com/javase/tutorial/essential/concurrency/,EXACT,ARTICLE_SECTION,,,10,concurrency,concurrency,10,MEDIUM,VERIFIED_COVERAGE,java-threads-threads;java-threads-start-work-on-another-thread-runnable-ex,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-synchronization-basics,Synchronization basics,java-synchronization-basics-core,Synchronization basics,Demonstrate a race and fix it with synchronized/locking; explain visibility at a high level.,CORE,STRONG,java-threads,PRIMARY,Oracle,Oracle concurrency tutorial,documentation,https://docs.oracle.com/javase/tutorial/essential/concurrency/,EXACT,ARTICLE_SECTION,,,10,concurrency,concurrency,10,MEDIUM,VERIFIED_COVERAGE,java-synchronization-basics-synchronization-basics;java-synchronization-basics-demonstrate-a-race-and-fix-it-with-synch,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-bytecode,Bytecode,java-bytecode-core,Bytecode,Explain .class as JVM bytecode and inspect it lightly with javap.,CORE,STRONG,java-synchronization-basics,PRIMARY,Dev.java,javap — Core JDK tools,documentation,https://dev.java/learn/jvm/tools/core/javap/,EXACT,ARTICLE_SECTION,,,10,javap,javap,10,MEDIUM,VERIFIED_COVERAGE,java-bytecode-bytecode;java-bytecode-class-as-jvm-bytecode-and-inspect-it-lig,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-memory-model-basics,Memory model basics,java-memory-model-basics-core,Memory model basics,Name heap vs stack at a Java programmer level and place objects vs frames.,CORE,STRONG,java-bytecode,PRIMARY,Oracle,JLS Chapter 17 — Threads and Locks,documentation,https://docs.oracle.com/javase/specs/jls/se21/html/jls-17.html,EXACT,ARTICLE_SECTION,,,63,Chapter 17,Chapter 17,63,MEDIUM,VERIFIED_COVERAGE,java-memory-model-basics-memory-model-basics;java-memory-model-basics-name-heap-vs-stack-at-a-java-programmer,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-gc-intro,Garbage collection intro,java-gc-intro-core,Garbage collection intro,Explain reachability and that GC reclaims unreachable objects.,CORE,STRONG,java-memory-model-basics,PRIMARY,Dev.java,Garbage collection overview,documentation,https://dev.java/learn/jvm/tool/garbage-collection/,EXACT,ARTICLE_SECTION,,,10,garbage-collection,garbage-collection,10,MEDIUM,VERIFIED_COVERAGE,java-gc-intro-garbage-collection-intro;java-gc-intro-reachability-and-that-gc-reclaims-unreac,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-packages,Packages,java-packages-core,Packages,Organize classes into packages and import them.,CORE,STRONG,java-gc-intro,PRIMARY,Dev.java,Packages,documentation,https://dev.java/learn/packages/,EXACT,ARTICLE_SECTION,,,17,Packages,Packages,17,MEDIUM,VERIFIED_COVERAGE,java-packages-packages;java-packages-organize-classes-into-packages-and-impor,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
Java,java-api-hygiene,API hygiene,java-api-hygiene-core,API hygiene,"Ship a small tidy Java project: packages, build tool awareness, naming, tests, formatting, logging/debug.",CORE,STRONG,java-packages,PRIMARY,Dev.java,Class design best practices,documentation,https://docs.oracle.com/javase/tutorial/java/package/index.html,EXACT,ARTICLE_SECTION,,,10,Packages,Packages,10,MEDIUM,VERIFIED_COVERAGE,java-api-hygiene-api-hygiene;java-api-hygiene-ship-a-small-tidy-java-project-packages,SELF_REFLECTION,2,LOCAL_IDE,local,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-algorithmic-thinking,Algorithmic thinking,dsa-algorithmic-thinking-core,Algorithmic thinking,"Approach problems with input/output, invariants, and worked examples before coding.",CORE,STRONG,cf-time-complexity-intro;java-method-basics,PRIMARY,GeeksforGeeks,Learn: Algorithmic thinking,documentation,https://www.geeksforgeeks.org/what-is-an-algorithm-definition-types-complexity-examples/,EXACT,ARTICLE_SECTION,,,11,Algorithm definition,Algorithm definition,11,MEDIUM,VERIFIED_COVERAGE,dsa-algorithmic-thinking-algorithmic-thinking;dsa-algorithmic-thinking-approach-problems-with-input-output-inva,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-big-o,Big-O notation,dsa-big-o-core,Big-O notation,Read and write simple big-O for loops and nested loops.,CORE,STRONG,dsa-algorithmic-thinking,PRIMARY,GeeksforGeeks,Learn: Big-O notation,documentation,https://www.geeksforgeeks.org/analysis-algorithms-big-o-analysis/,EXACT,ARTICLE_SECTION,,,15,Big-O analysis,Big-O analysis,15,MEDIUM,VERIFIED_COVERAGE,dsa-big-o-big-o-notation;dsa-big-o-read-and-write-simple-big-o-for-loops-an,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-best-worst-average,"Best, worst, average",dsa-best-worst-average-core,"Best, worst, average","Distinguish best, worst, and average case; default to worst-case in interviews.",CORE,STRONG,dsa-big-o,PRIMARY,GeeksforGeeks,"Learn: Best, worst, average",documentation,https://www.geeksforgeeks.org/analysis-of-algorithms-set-2-asymptotic-analysis/,EXACT,ARTICLE_SECTION,,,19,Best/worst/average,Best/worst/average,19,MEDIUM,VERIFIED_COVERAGE,dsa-best-worst-average-best-worst-average;dsa-best-worst-average-distinguish-best-worst-and-average-case,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-array-traversal,Array traversal,dsa-array-traversal-core,Array traversal,Scan an array in linear time without unnecessary copying.,CORE,STRONG,dsa-best-worst-average;java-arrays,PRIMARY,GeeksforGeeks,Learn: Array traversal,documentation,https://www.geeksforgeeks.org/array-data-structure-guide/,EXACT,ARTICLE_SECTION,,,10,Array traversal,Array traversal,10,MEDIUM,VERIFIED_COVERAGE,dsa-array-traversal-array-traversal;dsa-array-traversal-scan-an-array-in-linear-time-without-unn,ACTION_CHECKLIST,5,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-array-insert-delete,Insertion and deletion concepts,dsa-array-insert-delete-core,Insertion and deletion concepts,Explain insert/delete cost in contiguous arrays and dynamic arrays.,CORE,STRONG,dsa-array-traversal,PRIMARY,GeeksforGeeks,Learn: Insertion and deletion concepts,documentation,https://www.geeksforgeeks.org/array-data-structure-guide/,EXACT,ARTICLE_SECTION,,,10,Array insert and delete operations,Array insert and delete operations,10,MEDIUM,VERIFIED_COVERAGE,dsa-array-insert-delete-insertion-and-deletion-concepts;dsa-array-insert-delete-insert-delete-cost-in-contiguous-arrays,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-prefix-sums,Prefix sums,dsa-prefix-sums-core,Prefix sums,Build and query prefix sums for range-sum in O(1) after O(n) preprocess.,CORE,STRONG,dsa-array-insert-delete,PRIMARY,GeeksforGeeks,Learn: Prefix sums,documentation,https://www.geeksforgeeks.org/prefix-sum-array-implementation-applications-competitive-programming/,EXACT,ARTICLE_SECTION,,,11,Prefix sum,Prefix sum,11,MEDIUM,VERIFIED_COVERAGE,dsa-prefix-sums-prefix-sums;dsa-prefix-sums-and-query-prefix-sums-for-range-sum-in-o,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-array-frequency,Frequency counting,dsa-array-frequency-core,Frequency counting,Count values with a fixed-size array when alphabet is bounded.,CORE,STRONG,dsa-prefix-sums,PRIMARY,GeeksforGeeks,Learn: Frequency counting,documentation,https://www.geeksforgeeks.org/counting-frequencies-of-array-elements/,EXACT,ARTICLE_SECTION,,,24,Frequency counting,Frequency counting,24,MEDIUM,VERIFIED_COVERAGE,dsa-array-frequency-frequency-counting;dsa-array-frequency-count-values-with-a-fixed-size-array-whe,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-array-patterns,Array patterns,dsa-array-patterns-core,Array patterns,Recognize in-place scans and bridge patterns toward two pointers.,CORE,STRONG,dsa-array-frequency,PRIMARY,GeeksforGeeks,Learn: Array patterns,documentation,https://www.geeksforgeeks.org/two-pointers-technique/,EXACT,ARTICLE_SECTION,,,23,Array patterns / two pointers,Array patterns / two pointers,23,MEDIUM,VERIFIED_COVERAGE,dsa-array-patterns-array-patterns;dsa-array-patterns-recognize-in-place-scans-and-bridge-patt,ACTION_CHECKLIST,5,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-string-manipulation,String manipulation,dsa-string-manipulation-core,String manipulation,Transform strings with clear index logic; treat as char sequences.,CORE,STRONG,dsa-array-patterns;java-strings,PRIMARY,GeeksforGeeks,Learn: String manipulation,documentation,https://www.geeksforgeeks.org/string-data-structure/,EXACT,ARTICLE_SECTION,,,10,String basics,String basics,10,MEDIUM,VERIFIED_COVERAGE,dsa-string-manipulation-string-manipulation;dsa-string-manipulation-transform-strings-with-clear-index-logic,ACTION_CHECKLIST,5,LEETCODE,https://leetcode.com/tag/string/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-string-frequency,String frequency,dsa-string-frequency-core,String frequency,Count characters or tokens for anagram and frequency problems.,CORE,STRONG,dsa-string-manipulation,PRIMARY,GeeksforGeeks,Learn: String frequency,documentation,https://www.geeksforgeeks.org/string-data-structure/,EXACT,ARTICLE_SECTION,,,10,Strings,Strings,10,MEDIUM,VERIFIED_COVERAGE,dsa-string-frequency-string-frequency;dsa-string-frequency-count-characters-or-tokens-for-anagram-a,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/string/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-character-processing,Character processing,dsa-character-processing-core,Character processing,"Classify and map characters: case, digits, ASCII offsets.",CORE,STRONG,dsa-string-frequency,PRIMARY,GeeksforGeeks,Learn: Character processing,documentation,https://www.geeksforgeeks.org/data-structures/,EXACT,ARTICLE_SECTION,,,20,Data structures overview,Data structures overview,20,MEDIUM,VERIFIED_COVERAGE,dsa-character-processing-character-processing;dsa-character-processing-classify-and-map-characters-case-digits,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-string-patterns,String patterns,dsa-string-patterns-core,String patterns,Apply common string interview patterns as array-like problems.,CORE,STRONG,dsa-character-processing,PRIMARY,GeeksforGeeks,Learn: String patterns,documentation,https://www.geeksforgeeks.org/string-data-structure/,EXACT,ARTICLE_SECTION,,,10,Strings,Strings,10,MEDIUM,VERIFIED_COVERAGE,dsa-string-patterns-string-patterns;dsa-string-patterns-common-string-interview-patterns-as-arra,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/string/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-hash-map,Hash map,dsa-hash-map-core,Hash map,Use HashMap for expected O(1) keyed lookup and counting.,CORE,STRONG,dsa-string-patterns;java-map;java-set,PRIMARY,GeeksforGeeks,Learn: Hash map,documentation,https://docs.oracle.com/javase/tutorial/collections/implementations/map.html,EXACT,ARTICLE_SECTION,,,10,Map implementations / HashMap,Map implementations / HashMap,10,MEDIUM,VERIFIED_COVERAGE,dsa-hash-map-hash-map;dsa-hash-map-hashmap-for-expected-o-1-keyed-lookup-an,ACTION_CHECKLIST,5,LEETCODE,https://leetcode.com/tag/hash-table/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-hash-set,Hash set,dsa-hash-set-core,Hash set,Use HashSet for O(1) expected membership tests.,CORE,STRONG,dsa-hash-map,PRIMARY,GeeksforGeeks,Learn: Hash set,documentation,https://www.geeksforgeeks.org/hashset-in-java/,EXACT,ARTICLE_SECTION,,,13,HashSet,HashSet,13,MEDIUM,VERIFIED_COVERAGE,dsa-hash-set-hash-set;dsa-hash-set-hashset-for-o-1-expected-membership-test,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/hash-table/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-frequency-maps,Frequency maps,dsa-frequency-maps-core,Frequency maps,Count with HashMap when alphabet is large or keys are non-char.,CORE,STRONG,dsa-hash-set,PRIMARY,GeeksforGeeks,Learn: Frequency maps,documentation,https://www.geeksforgeeks.org/data-structures/,EXACT,ARTICLE_SECTION,,,20,Data structures overview,Data structures overview,20,MEDIUM,VERIFIED_COVERAGE,dsa-frequency-maps-frequency-maps;dsa-frequency-maps-count-with-hashmap-when-alphabet-is-larg,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/hash-table/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-lookup-patterns,Lookup patterns,dsa-lookup-patterns-core,Lookup patterns,"Apply complement lookup, seen-set, and index-map patterns.",CORE,STRONG,dsa-frequency-maps,PRIMARY,GeeksforGeeks,Learn: Lookup patterns,documentation,https://www.geeksforgeeks.org/check-if-pair-with-given-sum-exists-in-array/,EXACT,ARTICLE_SECTION,,,33,Pair with given sum / complement lookup,Pair with given sum / complement lookup,33,MEDIUM,VERIFIED_COVERAGE,dsa-lookup-patterns-lookup-patterns;dsa-lookup-patterns-complement-lookup-seen-set-and-index-map,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-two-pointers-opposite,Opposite-direction pointers,dsa-two-pointers-opposite-core,Opposite-direction pointers,Move pointers from both ends on sorted or monotonic data.,CORE,STRONG,dsa-lookup-patterns;java-arrays,PRIMARY,GeeksforGeeks,Learn: Opposite-direction pointers,documentation,https://www.geeksforgeeks.org/two-pointers-technique/,EXACT,ARTICLE_SECTION,,,23,Two pointers,Two pointers,23,MEDIUM,VERIFIED_COVERAGE,dsa-two-pointers-opposite-opposite-direction-pointers;dsa-two-pointers-opposite-move-pointers-from-both-ends-on-sorted-o,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/two-pointers/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-two-pointers-same,Same-direction pointers,dsa-two-pointers-same-core,Same-direction pointers,Advance read/write or slow/fast indexes in one direction.,CORE,STRONG,dsa-two-pointers-opposite,PRIMARY,GeeksforGeeks,Learn: Same-direction pointers,documentation,https://www.geeksforgeeks.org/two-pointers-technique/,EXACT,ARTICLE_SECTION,,,23,Two pointers,Two pointers,23,MEDIUM,VERIFIED_COVERAGE,dsa-two-pointers-same-same-direction-pointers;dsa-two-pointers-same-advance-read-write-or-slow-fast-indexes,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/two-pointers/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-two-pointers-partition,Partition-style patterns,dsa-two-pointers-partition-core,Partition-style patterns,Partition arrays around a pivot or multi-way condition.,CORE,STRONG,dsa-two-pointers-same,PRIMARY,GeeksforGeeks,Learn: Partition-style patterns,documentation,https://www.geeksforgeeks.org/two-pointers-technique/,EXACT,ARTICLE_SECTION,,,23,Two pointers,Two pointers,23,MEDIUM,VERIFIED_COVERAGE,dsa-two-pointers-partition-partition-style-patterns;dsa-two-pointers-partition-partition-arrays-around-a-pivot-or-multi,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/two-pointers/,6,,1d→3d→7d→14d→30d adaptive
DSA & Algorithms,dsa-window-fixed,Fixed window,dsa-window-fixed-core,Fixed window,Maintain a window of fixed length k while scanning.,CORE,STRONG,dsa-two-pointers-partition;java-arrays;java-map,PRIMARY,GeeksforGeeks,Learn: Fixed window,documentation,https://www.geeksforgeeks.org/data-structures/,EXACT,ARTICLE_SECTION,,,20,Data structures overview,Data structures overview,20,MEDIUM,VERIFIED_COVERAGE,dsa-window-fixed-fixed-window;dsa-window-fixed-maintain-a-window-of-fixed-length-k-whil,SELF_REFLECTION,4,LEETCODE,https://leetcode.com/tag/array/,6,,1d→3d→7d→14d→30d adaptive
